invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_revenue,profit,dates,,category,avg rating,,
5059,WALM095,Big Spring,Home and lifestyle,25,3,0020-10-11,17:37:00,Credit card,6,0.33,75,24.75,0020-10-11,,,,,
5060,WALM031,Lewisville,Fashion accessories,46,2,0022-10-16,19:40:00,Credit card,9,0.48,92,44.16,0022-10-16,,,,,
5061,WALM068,Burleson,Home and lifestyle,75,2,0023-10-28,15:32:00,Credit card,6,0.33,150,49.5,0023-10-28,,,,,
5062,WALM076,Huntsville,Fashion accessories,19,2,0023-11-14,20:55:00,Credit card,5,0.33,38,12.54,0023-11-14,,,,,
5063,WALM013,Irving,Home and lifestyle,65,3,0022-11-09,16:03:00,Credit card,9,0.48,195,93.6,0022-11-09,,,,,
5064,WALM044,Pharr,Fashion accessories,40,2,0020-10-25,20:47:00,Credit card,5,0.48,80,38.4,0020-10-25,,,,,
5065,WALM098,Mineral Wells,Home and lifestyle,60,3,0023-10-17,18:42:00,Credit card,9,0.18,180,32.4,0023-10-17,,,,,
5066,WALM021,McAllen,Fashion accessories,79,2,0021-10-25,15:55:00,Credit card,9,0.48,158,75.84,0021-10-25,,,,,
5067,WALM020,Killeen,Home and lifestyle,30,1,0020-10-31,19:13:00,Credit card,9,0.48,30,14.4,0020-10-31,,,,,
5068,WALM017,McKinney,Fashion accessories,68,3,0022-10-16,17:02:00,Credit card,8,0.48,204,97.92,0022-10-16,,,,,
5069,WALM031,Lewisville,Home and lifestyle,19,2,0022-08-20,19:13:00,Credit card,4,0.48,38,18.24,0022-08-20,,,,,
5070,WALM044,Pharr,Fashion accessories,68,1,0020-11-10,17:42:00,Credit card,8,0.48,68,32.64,0020-11-10,,,,,
5071,WALM034,College Station,Home and lifestyle,28,1,0021-09-06,19:26:00,Credit card,6,0.48,28,13.44,0021-09-06,,,,,
5072,WALM076,Huntsville,Fashion accessories,49,2,0022-12-02,16:40:00,Credit card,9,0.33,98,32.34,0022-12-02,,,,,
5073,WALM097,Alice,Home and lifestyle,37,1,0023-09-29,17:03:00,Credit card,5,0.18,37,6.66,0023-09-29,,,,,
5074,WALM013,Irving,Fashion accessories,18,2,0020-08-22,19:00:00,Credit card,9,0.48,36,17.28,0020-08-22,,,,,
5075,WALM052,Mansfield,Home and lifestyle,70,3,0021-12-26,16:55:00,Credit card,8,0.57,210,119.7,0021-12-26,,,,,
5076,WALM078,Del Rio,Fashion accessories,70,3,0021-12-25,16:30:00,Credit card,6,0.33,210,69.3,0021-12-25,,,,,
5077,WALM022,Mesquite,Home and lifestyle,47,2,0023-08-08,19:04:00,Credit card,6,0.48,94,45.12,0023-08-08,,,,,
5078,WALM020,Killeen,Fashion accessories,65,1,0023-11-03,17:53:00,Credit card,8,0.48,65,31.2,0023-11-03,,,,,
5079,WALM014,Amarillo,Home and lifestyle,62,2,0022-09-30,20:20:00,Credit card,4,0.48,124,59.52,0022-09-30,,,,,
5080,WALM070,Hurst,Fashion accessories,27,2,0023-11-12,16:01:00,Credit card,8,0.33,54,17.82,0023-11-12,,,,,
5081,WALM006,El Paso,Home and lifestyle,64,2,0023-11-21,15:56:00,Credit card,5,0.48,128,61.44,0023-11-21,,,,,
5082,WALM010,Laredo,Fashion accessories,78,2,0023-08-18,15:47:00,Credit card,9,0.48,156,74.88,0023-08-18,,,,,
5083,WALM063,Georgetown,Home and lifestyle,71,2,0021-11-11,18:14:00,Credit card,6,0.33,142,46.86,0021-11-11,,,,,
5084,WALM049,North Richland Hills,Fashion accessories,83,1,0021-10-27,19:57:00,Credit card,5,0.48,83,39.84,0021-10-27,,,,,
5085,WALM005,Fort Worth,Home and lifestyle,48,2,0020-09-10,17:44:00,Credit card,8,0.48,96,46.08,0020-09-10,,,,,
5086,WALM078,Del Rio,Fashion accessories,69,3,0021-10-17,16:39:00,Credit card,5,0.33,207,68.31,0021-10-17,,,,,
5087,WALM066,Grapevine,Home and lifestyle,37,3,0020-11-11,19:07:00,Credit card,5,0.33,111,36.63,0020-11-11,,,,,
5088,WALM041,Mission,Fashion accessories,17,1,0020-08-03,15:08:00,Cash,6,0.48,17,8.16,0020-08-03,,,,,
5089,WALM092,Lake Jackson,Home and lifestyle,19,1,0021-08-21,17:02:00,Credit card,9,0.33,19,6.27,0021-08-21,,,,,
5090,WALM004,Austin,Fashion accessories,67,2,0022-10-30,20:10:00,Credit card,6,0.48,134,64.32,0022-10-30,,,,,
5091,WALM027,Abilene,Home and lifestyle,66,2,0023-09-01,19:14:00,Credit card,4,0.48,132,63.36,0023-09-01,,,,,
5092,WALM011,Lubbock,Fashion accessories,18,1,0020-09-22,18:30:00,Credit card,7,0.48,18,8.64,0020-09-22,,,,,
5093,WALM020,Killeen,Home and lifestyle,28,3,0021-09-04,20:16:00,Credit card,7,0.48,84,40.32,0021-09-04,,,,,
5094,WALM014,Amarillo,Fashion accessories,28,2,0022-10-02,20:04:00,Credit card,8,0.48,56,26.88,0022-10-02,,,,,
5095,WALM026,Denton,Home and lifestyle,73,3,0020-12-30,15:17:00,Credit card,9,0.48,219,105.12,0020-12-30,,,,,
5096,WALM067,Haltom City,Fashion accessories,51,1,0021-10-22,18:03:00,Credit card,4,0.33,51,16.83,0021-10-22,,,,,
5097,WALM081,Friendswood,Home and lifestyle,59,3,0020-08-13,16:00:00,Credit card,4,0.33,177,58.41,0020-08-13,,,,,
5098,WALM028,Odessa,Fashion accessories,60,3,0022-09-04,20:09:00,Credit card,5,0.48,180,86.4,0022-09-04,,,,,
5099,WALM009,Plano,Home and lifestyle,42,2,0023-10-26,17:21:00,Credit card,9,0.48,84,40.32,0023-10-26,,,,,
5100,WALM071,Lufkin,Fashion accessories,81,1,0020-12-08,17:36:00,Credit card,7,0.33,81,26.73,0020-12-08,,,,,
5101,WALM059,Pflugerville,Home and lifestyle,75,1,0023-10-16,20:57:00,Credit card,6,0.33,75,24.75,0023-10-16,,,,,
5102,WALM062,Galveston,Fashion accessories,64,2,0023-08-12,15:22:00,Credit card,7,0.33,128,42.24,0023-08-12,,,,,
5103,WALM072,Lancaster,Home and lifestyle,45,2,0021-12-09,16:46:00,Credit card,6,0.33,90,29.7,0021-12-09,,,,,
5104,WALM059,Pflugerville,Fashion accessories,42,1,0023-11-14,15:26:00,Credit card,7,0.33,42,13.86,0023-11-14,,,,,
5105,WALM023,Midland,Home and lifestyle,38,2,0021-10-21,15:52:00,Credit card,8,0.48,76,36.48,0021-10-21,,,,,
5106,WALM008,Corpus Christi,Fashion accessories,56,1,0023-08-15,19:27:00,Credit card,4,0.48,56,26.88,0023-08-15,,,,,
5107,WALM093,Angleton,Home and lifestyle,74,2,0020-10-21,16:38:00,Credit card,6,0.33,148,48.84,0020-10-21,,,,,
5108,WALM002,Dallas,Fashion accessories,38,1,0021-09-16,17:48:00,Credit card,9,0.36,38,13.68,0021-09-16,,,,,
5109,WALM094,Alamo,Home and lifestyle,33,2,0023-10-18,17:57:00,Credit card,5,0.33,66,21.78,0023-10-18,,,,,
5110,WALM072,Lancaster,Fashion accessories,33,3,0023-12-10,16:57:00,Credit card,5,0.33,99,32.67,0023-12-10,,,,,
5111,WALM069,Rockwall,Home and lifestyle,62,3,0020-08-31,17:16:00,Credit card,9,0.33,186,61.38,0020-08-31,,,,,
5112,WALM090,Brownwood,Fashion accessories,29,1,0021-09-21,17:22:00,Credit card,7,0.33,29,9.57,0021-09-21,,,,,
5113,WALM023,Midland,Home and lifestyle,29,2,0020-08-16,18:29:00,Credit card,5,0.48,58,27.84,0020-08-16,,,,,
5114,WALM051,New Braunfels,Fashion accessories,36,1,0022-08-27,20:31:00,Credit card,7,0.57,36,20.52,0022-08-27,,,,,
5115,WALM060,DeSoto,Home and lifestyle,65,1,0023-08-04,17:11:00,Credit card,6,0.33,65,21.45,0023-08-04,,,,,
5116,WALM083,Farmers Branch,Fashion accessories,28,3,0022-12-14,19:44:00,Credit card,7,0.33,84,27.72,0022-12-14,,,,,
5117,WALM028,Odessa,Home and lifestyle,71,3,0020-12-09,18:22:00,Credit card,5,0.48,213,102.24,0020-12-09,,,,,
5118,WALM061,Cedar Park,Fashion accessories,19,1,0021-11-08,19:31:00,Credit card,5,0.33,19,6.27,0021-11-08,,,,,
5119,WALM017,McKinney,Home and lifestyle,33,1,0022-12-03,19:11:00,Credit card,9,0.48,33,15.84,0022-12-03,,,,,
5120,WALM047,Flower Mound,Fashion accessories,43,1,0023-08-14,16:39:00,Credit card,4,0.48,43,20.64,0023-08-14,,,,,
5121,WALM093,Angleton,Home and lifestyle,59,1,0022-09-06,18:19:00,Credit card,7,0.33,59,19.47,0022-09-06,,,,,
5122,WALM090,Brownwood,Fashion accessories,30,2,0022-12-05,15:16:00,Credit card,6,0.33,60,19.8,0022-12-05,,,,,
5123,WALM085,Kerrville,Home and lifestyle,62,1,0022-08-21,19:11:00,Credit card,4,0.33,62,20.46,0022-08-21,,,,,
5124,WALM085,Kerrville,Fashion accessories,68,1,0020-08-13,16:01:00,Credit card,7,0.33,68,22.44,0020-08-13,,,,,
5125,WALM034,College Station,Home and lifestyle,38,1,0023-08-26,15:02:00,Credit card,8,0.48,38,18.24,0023-08-26,,,,,
5126,WALM020,Killeen,Fashion accessories,48,2,0021-12-28,19:16:00,Credit card,5,0.48,96,46.08,0021-12-28,,,,,
5127,WALM023,Midland,Home and lifestyle,78,1,0021-12-04,19:11:00,Credit card,5,0.48,78,37.44,0021-12-04,,,,,
5128,WALM076,Huntsville,Fashion accessories,37,1,0022-11-09,17:09:00,Credit card,6,0.33,37,12.21,0022-11-09,,,,,
5129,WALM100,Canyon,Home and lifestyle,61,3,0020-10-10,20:25:00,Credit card,4,0.18,183,32.94,0020-10-10,,,,,
5130,WALM091,Little Elm,Fashion accessories,32,3,0021-12-25,15:49:00,Credit card,4,0.33,96,31.68,0021-12-25,,,,,
5131,WALM088,Cleburne,Home and lifestyle,65,1,0022-11-02,18:10:00,Credit card,8,0.33,65,21.45,0022-11-02,,,,,
5132,WALM026,Denton,Fashion accessories,20,2,0021-10-03,20:25:00,Credit card,8,0.48,40,19.2,0021-10-03,,,,,
5133,WALM072,Lancaster,Home and lifestyle,42,1,0022-11-13,20:36:00,Credit card,7,0.33,42,13.86,0022-11-13,,,,,
5134,WALM096,Eagle Pass,Fashion accessories,54,2,0023-12-28,19:49:00,Credit card,5,0.18,108,19.44,0023-12-28,,,,,
5135,WALM012,Garland,Home and lifestyle,24,2,0020-09-21,16:43:00,Credit card,7,0.48,48,23.04,0020-09-21,,,,,
5136,WALM095,Big Spring,Fashion accessories,38,3,0021-08-15,15:12:00,Credit card,4,0.33,114,37.62,0021-08-15,,,,,
5137,WALM095,Big Spring,Home and lifestyle,22,2,0021-10-01,20:48:00,Credit card,8,0.33,44,14.52,0021-10-01,,,,,
5138,WALM014,Amarillo,Fashion accessories,43,3,0023-10-13,15:10:00,Credit card,4,0.48,129,61.92,0023-10-13,,,,,
5139,WALM081,Friendswood,Home and lifestyle,75,3,0022-11-22,19:14:00,Credit card,6,0.33,225,74.25,0022-11-22,,,,,
5140,WALM052,Mansfield,Fashion accessories,25,2,0023-11-09,19:36:00,Credit card,5,0.57,50,28.5,0023-11-09,,,,,
5141,WALM020,Killeen,Home and lifestyle,35,3,0022-08-09,19:23:00,Credit card,6,0.48,105,50.4,0022-08-09,,,,,
5142,WALM072,Lancaster,Fashion accessories,62,2,0023-11-15,16:25:00,Credit card,5,0.33,124,40.92,0023-11-15,,,,,
5143,WALM012,Garland,Home and lifestyle,62,1,0021-09-22,18:55:00,Credit card,4,0.48,62,29.76,0021-09-22,,,,,
5144,WALM057,Euless,Fashion accessories,20,2,0022-10-01,19:28:00,Credit card,8,0.33,40,13.2,0022-10-01,,,,,
5145,WALM023,Midland,Home and lifestyle,25,3,0023-08-14,17:02:00,Credit card,9,0.48,75,36,0023-08-14,,,,,
5146,WALM020,Killeen,Fashion accessories,69,3,0021-10-10,19:02:00,Credit card,8,0.48,207,99.36,0021-10-10,,,,,
5147,WALM006,El Paso,Home and lifestyle,48,3,0023-09-19,15:30:00,Credit card,5,0.48,144,69.12,0023-09-19,,,,,
5148,WALM033,Pearland,Fashion accessories,59,3,0022-08-20,20:40:00,Credit card,5,0.48,177,84.96,0022-08-20,,,,,
5149,WALM005,Fort Worth,Home and lifestyle,49,3,0022-08-30,17:45:00,Credit card,7,0.48,147,70.56,0022-08-30,,,,,
5150,WALM027,Abilene,Fashion accessories,17,2,0021-11-11,16:14:00,Credit card,9,0.48,34,16.32,0021-11-11,,,,,
5151,WALM004,Austin,Home and lifestyle,55,1,0020-10-19,15:04:00,Credit card,7,0.48,55,26.4,0020-10-19,,,,,
5152,WALM005,Fort Worth,Fashion accessories,24,2,0023-10-03,18:27:00,Credit card,4,0.48,48,23.04,0023-10-03,,,,,
5153,WALM091,Little Elm,Home and lifestyle,32,1,0020-08-26,15:32:00,Credit card,7,0.33,32,10.56,0020-08-26,,,,,
5154,WALM011,Lubbock,Fashion accessories,29,2,0021-09-04,15:42:00,Credit card,4,0.48,58,27.84,0021-09-04,,,,,
5155,WALM024,Carrollton,Home and lifestyle,42,1,0022-08-22,20:32:00,Credit card,6,0.48,42,20.16,0022-08-22,,,,,
5156,WALM017,McKinney,Fashion accessories,67,3,0020-09-28,17:29:00,Credit card,8,0.48,201,96.48,0020-09-28,,,,,
5157,WALM060,DeSoto,Home and lifestyle,79,1,0020-10-13,17:16:00,Credit card,5,0.33,79,26.07,0020-10-13,,,,,
5158,WALM070,Hurst,Fashion accessories,53,3,0023-10-11,20:49:00,Credit card,4,0.33,159,52.47,0023-10-11,,,,,
5159,WALM060,DeSoto,Home and lifestyle,51,3,0023-08-15,15:20:00,Credit card,7,0.33,153,50.49,0023-08-15,,,,,
5160,WALM026,Denton,Fashion accessories,83,3,0023-10-03,15:47:00,Credit card,6,0.48,249,119.52,0023-10-03,,,,,
5161,WALM006,El Paso,Home and lifestyle,78,2,0022-11-26,19:20:00,Credit card,4,0.48,156,74.88,0022-11-26,,,,,
5162,WALM098,Mineral Wells,Fashion accessories,46,2,0021-08-25,16:25:00,Credit card,6,0.18,92,16.56,0021-08-25,,,,,
5163,WALM028,Odessa,Home and lifestyle,69,2,0023-08-13,19:03:00,Credit card,9,0.48,138,66.24,0023-08-13,,,,,
5164,WALM014,Amarillo,Fashion accessories,49,1,0022-08-17,15:43:00,Credit card,7,0.48,49,23.52,0022-08-17,,,,,
5165,WALM045,Missouri City,Home and lifestyle,16,3,0021-09-23,16:21:00,Credit card,9,0.48,48,23.04,0021-09-23,,,,,
5166,WALM015,Grand Prairie,Fashion accessories,62,2,0023-09-29,16:21:00,Credit card,5,0.48,124,59.52,0023-09-29,,,,,
5167,WALM015,Grand Prairie,Home and lifestyle,69,2,0022-08-01,20:39:00,Credit card,8,0.48,138,66.24,0022-08-01,,,,,
5168,WALM021,McAllen,Fashion accessories,39,1,0023-12-14,18:58:00,Credit card,4,0.48,39,18.72,0023-12-14,,,,,
5169,WALM012,Garland,Home and lifestyle,32,2,0022-10-19,17:30:00,Credit card,8,0.48,64,30.72,0022-10-19,,,,,
5170,WALM037,League City,Fashion accessories,69,1,0022-10-01,15:05:00,Credit card,4,0.48,69,33.12,0022-10-01,,,,,
5171,WALM062,Galveston,Home and lifestyle,28,2,0020-12-01,18:19:00,Credit card,8,0.33,56,18.48,0020-12-01,,,,,
5172,WALM034,College Station,Fashion accessories,43,3,0021-10-25,18:29:00,Credit card,9,0.48,129,61.92,0021-10-25,,,,,
5173,WALM034,College Station,Home and lifestyle,83,1,0020-08-29,18:37:00,Credit card,9,0.48,83,39.84,0020-08-29,,,,,
5174,WALM060,DeSoto,Fashion accessories,47,2,0023-09-25,18:30:00,Credit card,5,0.33,94,31.02,0023-09-25,,,,,
5175,WALM060,DeSoto,Home and lifestyle,43,1,0020-11-20,17:15:00,Credit card,5,0.33,43,14.19,0020-11-20,,,,,
5176,WALM027,Abilene,Fashion accessories,84,3,0023-09-21,18:49:00,Credit card,8,0.48,252,120.96,0023-09-21,,,,,
5177,WALM036,Allen,Home and lifestyle,64,2,0020-11-01,17:00:00,Credit card,7,0.48,128,61.44,0020-11-01,,,,,
5178,WALM002,Dallas,Fashion accessories,78,1,0021-12-19,20:44:00,Credit card,5,0.36,78,28.08,0021-12-19,,,,,
5179,WALM092,Lake Jackson,Home and lifestyle,55,3,0022-11-25,19:56:00,Credit card,7,0.33,165,54.45,0022-11-25,,,,,
5180,WALM007,Arlington,Fashion accessories,76,2,0023-10-21,18:37:00,Credit card,6,0.48,152,72.96,0023-10-21,,,,,
5181,WALM023,Midland,Home and lifestyle,34,1,0021-09-30,19:50:00,Credit card,5,0.48,34,16.32,0021-09-30,,,,,
5182,WALM019,Pasadena,Fashion accessories,44,2,0021-08-12,19:26:00,Credit card,5,0.48,88,42.24,0021-08-12,,,,,
5183,WALM041,Mission,Home and lifestyle,49,3,0021-09-14,20:19:00,Ewallet,6,0.48,147,70.56,0021-09-14,,,,,
5184,WALM027,Abilene,Fashion accessories,23,3,0021-08-03,15:02:00,Credit card,5,0.48,69,33.12,0021-08-03,,,,,
5185,WALM043,Baytown,Home and lifestyle,63,2,0022-08-02,18:50:00,Credit card,6,0.48,126,60.48,0022-08-02,,,,,
5186,WALM063,Georgetown,Fashion accessories,60,3,0023-11-02,18:14:00,Credit card,4,0.33,180,59.4,0023-11-02,,,,,
5187,WALM004,Austin,Home and lifestyle,84,2,0023-12-29,17:10:00,Credit card,8,0.48,168,80.64,0023-12-29,,,,,
5188,WALM063,Georgetown,Fashion accessories,85,3,0023-12-24,16:41:00,Credit card,7,0.33,255,84.15,0023-12-24,,,,,
5189,WALM071,Lufkin,Home and lifestyle,16,1,0020-12-10,19:34:00,Credit card,9,0.33,16,5.28,0020-12-10,,,,,
5190,WALM001,Houston,Fashion accessories,54,1,0023-11-10,20:36:00,Credit card,9,0.36,54,19.44,0023-11-10,,,,,
5191,WALM048,Harlingen,Home and lifestyle,81,2,0021-10-08,18:42:00,Credit card,5,0.48,162,77.76,0021-10-08,,,,,
5192,WALM023,Midland,Fashion accessories,38,2,0021-09-08,17:25:00,Credit card,8,0.48,76,36.48,0021-09-08,,,,,
5193,WALM047,Flower Mound,Home and lifestyle,40,3,0021-11-26,15:34:00,Credit card,5,0.48,120,57.6,0021-11-26,,,,,
5194,WALM092,Lake Jackson,Fashion accessories,71,1,0023-09-27,15:11:00,Credit card,6,0.33,71,23.43,0023-09-27,,,,,
5195,WALM019,Pasadena,Home and lifestyle,24,1,0020-09-17,17:25:00,Credit card,6,0.48,24,11.52,0020-09-17,,,,,
5196,WALM059,Pflugerville,Fashion accessories,68,1,0022-08-06,20:58:00,Credit card,8,0.33,68,22.44,0022-08-06,,,,,
5197,WALM024,Carrollton,Home and lifestyle,16,3,0022-11-30,19:00:00,Credit card,6,0.48,48,23.04,0022-11-30,,,,,
5198,WALM072,Lancaster,Fashion accessories,29,2,0021-09-05,16:07:00,Credit card,5,0.33,58,19.14,0021-09-05,,,,,
5199,WALM041,Mission,Home and lifestyle,21,1,0021-12-03,20:31:00,Ewallet,4,0.48,21,10.08,0021-12-03,,,,,
5200,WALM005,Fort Worth,Fashion accessories,68,3,0023-09-17,20:47:00,Credit card,8,0.48,204,97.92,0023-09-17,,,,,
5201,WALM083,Farmers Branch,Home and lifestyle,47,2,0020-08-03,16:36:00,Credit card,5,0.33,94,31.02,0020-08-03,,,,,
5202,WALM017,McKinney,Fashion accessories,29,3,0023-11-30,20:09:00,Credit card,4,0.48,87,41.76,0023-11-30,,,,,
5203,WALM090,Brownwood,Home and lifestyle,48,3,0022-09-28,17:27:00,Credit card,5,0.33,144,47.52,0022-09-28,,,,,
5204,WALM068,Burleson,Fashion accessories,84,2,0021-12-08,20:20:00,Credit card,5,0.33,168,55.44,0021-12-08,,,,,
5205,WALM058,Port Arthur,Home and lifestyle,80,2,0021-08-25,17:23:00,Credit card,8,0.33,160,52.8,0021-08-25,,,,,
5206,WALM006,El Paso,Fashion accessories,76,2,0021-12-17,15:27:00,Credit card,7,0.48,152,72.96,0021-12-17,,,,,
5207,WALM010,Laredo,Home and lifestyle,74,1,0021-12-02,19:28:00,Credit card,6,0.48,74,35.52,0021-12-02,,,,,
5208,WALM057,Euless,Fashion accessories,76,1,0021-09-10,16:41:00,Credit card,8,0.33,76,25.08,0021-09-10,,,,,
5209,WALM042,Bryan,Home and lifestyle,28,3,0023-08-28,16:28:00,Credit card,9,0.48,84,40.32,0023-08-28,,,,,
5210,WALM002,Dallas,Fashion accessories,36,1,0021-08-13,15:47:00,Credit card,7,0.36,36,12.96,0021-08-13,,,,,
5211,WALM048,Harlingen,Home and lifestyle,37,2,0021-08-21,15:40:00,Credit card,9,0.48,74,35.52,0021-08-21,,,,,
5212,WALM005,Fort Worth,Fashion accessories,24,1,0023-08-30,20:43:00,Credit card,8,0.48,24,11.52,0023-08-30,,,,,
5213,WALM076,Huntsville,Home and lifestyle,44,1,0021-10-27,17:59:00,Credit card,4,0.33,44,14.52,0021-10-27,,,,,
5214,WALM018,Frisco,Fashion accessories,34,2,0021-11-23,18:39:00,Credit card,7,0.48,68,32.64,0021-11-23,,,,,
5215,WALM024,Carrollton,Home and lifestyle,41,2,0022-08-21,16:32:00,Credit card,6,0.48,82,39.36,0022-08-21,,,,,
5216,WALM061,Cedar Park,Fashion accessories,84,2,0020-11-26,15:43:00,Credit card,8,0.33,168,55.44,0020-11-26,,,,,
5217,WALM031,Lewisville,Home and lifestyle,36,2,0022-11-08,17:50:00,Credit card,6,0.48,72,34.56,0022-11-08,,,,,
5218,WALM079,La Porte,Fashion accessories,30,1,0023-11-21,20:35:00,Credit card,8,0.33,30,9.9,0023-11-21,,,,,
5219,WALM057,Euless,Home and lifestyle,23,1,0022-12-06,15:43:00,Credit card,6,0.33,23,7.59,0022-12-06,,,,,
5220,WALM066,Grapevine,Fashion accessories,25,1,0023-10-07,17:24:00,Credit card,9,0.33,25,8.25,0023-10-07,,,,,
5221,WALM051,New Braunfels,Home and lifestyle,19,1,0020-08-13,18:04:00,Credit card,4,0.48,19,9.12,0020-08-13,,,,,
5222,WALM015,Grand Prairie,Fashion accessories,80,3,0021-11-07,19:48:00,Credit card,4,0.48,240,115.2,0021-11-07,,,,,
5223,WALM100,Canyon,Home and lifestyle,40,1,0022-11-16,17:49:00,Credit card,8,0.18,40,7.2,0022-11-16,,,,,
5224,WALM068,Burleson,Fashion accessories,80,1,0022-10-17,15:39:00,Credit card,8,0.33,80,26.4,0022-10-17,,,,,
5225,WALM080,Nacogdoches,Home and lifestyle,55,3,0021-11-09,15:49:00,Credit card,7,0.33,165,54.45,0021-11-09,,,,,
5226,WALM042,Bryan,Fashion accessories,51,3,0022-11-16,17:06:00,Credit card,9,0.48,153,73.44,0022-11-16,,,,,
5227,WALM005,Fort Worth,Home and lifestyle,47,2,0023-08-30,18:52:00,Credit card,5,0.48,94,45.12,0023-08-30,,,,,
5228,WALM048,Harlingen,Fashion accessories,82,2,0020-08-17,19:54:00,Credit card,8,0.48,164,78.72,0020-08-17,,,,,
5229,WALM004,Austin,Home and lifestyle,70,3,0022-08-29,18:15:00,Credit card,7,0.48,210,100.8,0022-08-29,,,,,
5230,WALM043,Baytown,Fashion accessories,63,3,0020-11-25,19:09:00,Credit card,7,0.48,189,90.72,0020-11-25,,,,,
5231,WALM030,Richardson,Home and lifestyle,27,2,0022-09-06,18:23:00,Credit card,4,0.48,54,25.92,0022-09-06,,,,,
5232,WALM092,Lake Jackson,Fashion accessories,29,1,0020-10-09,20:51:00,Credit card,8,0.33,29,9.57,0020-10-09,,,,,
5233,WALM005,Fort Worth,Home and lifestyle,47,3,0020-11-14,17:37:00,Credit card,8,0.48,141,67.68,0020-11-14,,,,,
5234,WALM015,Grand Prairie,Fashion accessories,80,3,0022-12-20,20:16:00,Credit card,9,0.48,240,115.2,0022-12-20,,,,,
5235,WALM052,Mansfield,Home and lifestyle,57,2,0020-12-05,19:53:00,Credit card,4,0.57,114,64.98,0020-12-05,,,,,
5236,WALM045,Missouri City,Fashion accessories,47,1,0022-12-07,18:43:00,Credit card,6,0.48,47,22.56,0022-12-07,,,,,
5237,WALM059,Pflugerville,Home and lifestyle,42,1,0021-08-25,19:50:00,Credit card,4,0.33,42,13.86,0021-08-25,,,,,
5238,WALM064,Bedford,Fashion accessories,73,2,0022-12-27,16:57:00,Credit card,4,0.33,146,48.18,0022-12-27,,,,,
5239,WALM069,Rockwall,Home and lifestyle,25,3,0022-10-25,19:54:00,Credit card,6,0.33,75,24.75,0022-10-25,,,,,
5240,WALM051,New Braunfels,Fashion accessories,19,2,0022-11-07,16:04:00,Credit card,6,0.57,38,21.66,0022-11-07,,,,,
5241,WALM002,Dallas,Home and lifestyle,20,2,0023-11-23,15:41:00,Credit card,7,0.36,40,14.4,0023-11-23,,,,,
5242,WALM068,Burleson,Fashion accessories,82,1,0021-08-19,18:07:00,Credit card,3,0.33,82,27.06,0021-08-19,,,,,
5243,WALM022,Mesquite,Home and lifestyle,49,1,0021-10-15,19:38:00,Credit card,6,0.48,49,23.52,0021-10-15,,,,,
5244,WALM043,Baytown,Fashion accessories,67,1,0021-09-24,18:07:00,Credit card,3,0.48,67,32.16,0021-09-24,,,,,
5245,WALM078,Del Rio,Home and lifestyle,24,2,0023-11-13,15:55:00,Credit card,7,0.33,48,15.84,0023-11-13,,,,,
5246,WALM001,Houston,Fashion accessories,54,3,0020-09-28,17:12:00,Credit card,6,0.36,162,58.32,0020-09-28,,,,,
5247,WALM060,DeSoto,Home and lifestyle,81,1,0020-08-23,15:48:00,Credit card,5,0.33,81,26.73,0020-08-23,,,,,
5248,WALM061,Cedar Park,Fashion accessories,45,3,0022-09-11,16:52:00,Credit card,5,0.33,135,44.55,0022-09-11,,,,,
5249,WALM026,Denton,Home and lifestyle,74,2,0021-09-06,19:02:00,Credit card,7,0.48,148,71.04,0021-09-06,,,,,
5250,WALM026,Denton,Fashion accessories,43,3,0022-12-25,19:14:00,Credit card,7,0.48,129,61.92,0022-12-25,,,,,
5251,WALM058,Port Arthur,Home and lifestyle,62,3,0023-08-02,15:51:00,Credit card,6,0.33,186,61.38,0023-08-02,,,,,
5252,WALM068,Burleson,Fashion accessories,79,1,0020-11-09,17:01:00,Credit card,7,0.33,79,26.07,0020-11-09,,,,,
5253,WALM037,League City,Home and lifestyle,29,3,0022-12-06,17:53:00,Credit card,7,0.48,87,41.76,0022-12-06,,,,,
5254,WALM015,Grand Prairie,Fashion accessories,19,1,0023-12-23,15:48:00,Credit card,6,0.48,19,9.12,0023-12-23,,,,,
5255,WALM071,Lufkin,Home and lifestyle,17,2,0023-12-21,19:37:00,Credit card,5,0.33,34,11.22,0023-12-21,,,,,
5256,WALM008,Corpus Christi,Fashion accessories,82,1,0023-12-20,19:16:00,Credit card,4,0.48,82,39.36,0023-12-20,,,,,
5257,WALM053,Conroe,Home and lifestyle,59,1,0022-12-15,17:47:00,Credit card,6,0.57,59,33.63,0022-12-15,,,,,
5258,WALM088,Cleburne,Fashion accessories,49,2,0022-11-01,17:57:00,Credit card,5,0.33,98,32.34,0022-11-01,,,,,
5259,WALM037,League City,Home and lifestyle,29,2,0022-10-11,18:15:00,Credit card,5,0.48,58,27.84,0022-10-11,,,,,
5260,WALM040,Edinburg,Fashion accessories,32,2,0021-08-25,20:45:00,Credit card,6,0.48,64,30.72,0021-08-25,,,,,
5261,WALM078,Del Rio,Home and lifestyle,63,3,0022-11-04,20:38:00,Credit card,4,0.33,189,62.37,0022-11-04,,,,,
5262,WALM019,Pasadena,Fashion accessories,27,1,0021-11-24,19:25:00,Credit card,3,0.48,27,12.96,0021-11-24,,,,,
